period_5y,l0_domain,l1,l2,l3_id,l3_label,korea_mass,korea_docs,benchmark_mass,benchmark_docs,benchmark_type,korea_to_benchmark_ratio,gap_strength,is_relative_gap,gap_severity
2017-2021,Policy,AI policy and governance,Disinformation and information integrity,POLICY-REF-0314,Natural Language Processing Harms,0.3963521039688469,2,0.3963521039688469,2,global_policy_benchmark,1.0,0.0,False,covered
2017-2021,Policy,AI policy and governance,Disinformation and information integrity,POLICY-REF-0432,Systemic AI risk,1.3972101569403814,7,9.193266395491538,41,global_policy_benchmark,0.15198190684712304,0.8480180931528769,True,strong_underrepresentation
2017-2021,Policy,AI policy and governance,Disinformation and information integrity,POLICY-REF-0462,Unintended Consequences,0.2015923622220007,1,0.2015923622220007,1,global_policy_benchmark,1.0,0.0,False,covered
2017-2021,Policy,AI policy and governance,Disinformation and information integrity,POLICY-REF-0135,deepfakes,27.86928581741435,77,29.91260979807839,82,global_policy_benchmark,0.9316902137774918,0.06830978622250816,False,covered
2017-2021,Policy,AI policy and governance,Disinformation and information integrity,POLICY-REF-0154,disinformation,0.0,0,0.3986477564027137,2,global_policy_benchmark,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0034,AI Safety Institute,0.0,0,1.028751069436866,5,global_policy_benchmark,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0011,AI assurance,1.1898876826799056,6,2.5591685480590716,13,global_policy_benchmark,0.4649508855453628,0.5350491144546372,True,moderate_underrepresentation
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0015,AI capability evaluation,0.5864321605167097,3,0.7797927422795543,4,global_policy_benchmark,0.7520359304735293,0.24796406952647065,False,covered
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0020,AI export controls,0.9956076936509414,5,2.810375703109262,14,global_policy_benchmark,0.35426142225377544,0.6457385777462246,True,moderate_underrepresentation
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0022,AI governance,1.1906298091543306,6,1.1906298091543306,6,global_policy_benchmark,1.0,0.0,False,covered
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0024,AI impact assessment,0.1919696658689279,1,0.1919696658689279,1,global_policy_benchmark,1.0,0.0,False,covered
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0025,AI incident reporting,3.0464968099547525,12,3.436583383564466,14,global_policy_benchmark,0.8864900018211951,0.11350999817880492,False,covered
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0027,AI lifecycle governance,1.2930977829308294,5,1.6879731339584163,7,global_policy_benchmark,0.766065381561153,0.233934618438847,False,covered
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0028,AI literacy,2.6138883807192195,11,2.6138883807192195,11,global_policy_benchmark,1.0,0.0,False,covered
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0030,AI procurement standards,0.4030015463195934,2,1.4247648564327235,6,global_policy_benchmark,0.28285477740419185,0.7171452225958082,True,moderate_underrepresentation
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0037,AI system inventory,0.7190088064099069,3,0.915816986587514,4,global_policy_benchmark,0.7851009720719999,0.21489902792800009,False,covered
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0008,Age-appropriate AI,2.78399451070486,11,3.983438665132299,17,global_policy_benchmark,0.6988922749265921,0.3011077250734079,False,covered
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0056,Auditable AI systems,2.3261085977643576,11,5.096794621819581,23,global_policy_benchmark,0.45638656653069637,0.5436134334693037,True,moderate_underrepresentation
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0057,Automated content moderation,0.6439601944211616,3,0.6439601944211616,3,global_policy_benchmark,1.0,0.0,False,covered
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0079,Child rights and AI,4.919867225630504,20,5.318071373449115,22,global_policy_benchmark,0.925122451382154,0.07487754861784601,False,covered
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0084,Climate impacts of AI,6.426313718394668,30,11.402079273752507,51,global_policy_benchmark,0.5636089316786271,0.43639106832137287,False,covered
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0102,Copyright and AI training data,6.636011241858924,32,9.09629756704341,44,global_policy_benchmark,0.729528821253793,0.27047117874620696,False,covered
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0168,Education and AI literacy,6.188161304345259,22,7.3934347070977635,28,global_policy_benchmark,0.8369805847348011,0.16301941526519892,False,covered
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0171,Energy-efficient AI,9.976757947536496,31,10.778954911955802,35,global_policy_benchmark,0.9255774821425846,0.07442251785741538,False,covered
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0191,Evidence-based AI policy,11.120302510691197,43,13.01936015074289,51,global_policy_benchmark,0.854135870114682,0.14586412988531805,False,covered
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0213,Frontier AI governance,2.342523785340136,9,3.913165584643155,17,global_policy_benchmark,0.5986262872527416,0.4013737127472584,False,covered
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0222,General-purpose AI,1.2484421642874717,6,1.6327605888619354,8,global_policy_benchmark,0.764620467203743,0.235379532796257,False,covered
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0223,Generative AI disclosure,0.9945928530666914,5,1.187439461771854,6,global_policy_benchmark,0.83759457647011,0.16240542352988996,False,covered
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0225,Global AI cooperation,2.613913050224359,13,5.3830398416338765,24,global_policy_benchmark,0.4855830770576233,0.5144169229423767,True,moderate_underrepresentation
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0286,"Lawful, ethical and robust AI",0.5906306679956903,3,0.7848838981759999,4,global_policy_benchmark,0.7525070515120303,0.24749294848796966,False,covered
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0295,Machine learning governance,38.49498576592584,129,49.15995551136087,174,global_policy_benchmark,0.7830557486373161,0.21694425136268392,False,covered
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0377,Rights-preserving AI,0.197944416180853,1,0.197944416180853,1,global_policy_benchmark,1.0,0.0,False,covered
2017-2021,Policy,AI policy and governance,Institutional AI governance,POLICY-REF-0468,Water consumption of AI,4.798832887825113,18,7.718878575603924,28,global_policy_benchmark,0.6217007873387428,0.3782992126612572,False,covered
2017-2021,Policy,AI policy and governance,International AI governance coordination,POLICY-REF-0017,AI diplomacy,0.2021295187646926,1,5.672816371600165,24,global_policy_benchmark,0.0356312465491769,0.9643687534508231,True,strong_underrepresentation
2017-2021,Policy,AI policy and governance,International AI governance coordination,POLICY-REF-0023,AI governance framework,0.9881266722955908,5,1.394661178598514,7,global_policy_benchmark,0.7085066161291971,0.2914933838708029,False,covered
2017-2021,Policy,AI policy and governance,International AI governance coordination,POLICY-REF-0029,AI national strategy,31.35828127142725,100,48.03958210684055,180,global_policy_benchmark,0.6527592434440019,0.34724075655599806,False,covered
2017-2021,Policy,AI policy and governance,International AI governance coordination,POLICY-REF-0036,AI sovereignty,0.9925674486814976,5,6.794748827000278,34,global_policy_benchmark,0.1460786077532895,0.8539213922467105,True,strong_underrepresentation
2017-2021,Policy,AI policy and governance,International AI governance coordination,POLICY-REF-0230,Global South Representation,0.0,0,0.1941595660301916,1,global_policy_benchmark,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,International AI governance coordination,POLICY-REF-0229,Global South participation,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,International AI governance coordination,POLICY-REF-0272,International AI Treaties,1.1887822266350825,6,2.1965307528771763,11,global_policy_benchmark,0.5412090065563292,0.4587909934436708,False,covered
2017-2021,Policy,AI policy and governance,International AI governance coordination,POLICY-REF-0275,Interoperability of Regulations,0.0,0,1.2146426878817405,6,global_policy_benchmark,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,International AI governance coordination,POLICY-REF-0311,Multi-stakeholder initiatives,2.431516843948757,10,8.500936068876033,28,global_policy_benchmark,0.28602930597856435,0.7139706940214356,True,moderate_underrepresentation
2017-2021,Policy,AI policy and governance,International AI governance coordination,POLICY-REF-0434,Tech Diplomacy,1.931560141751088,9,24.177513467532783,106,global_policy_benchmark,0.07989076893059821,0.9201092310694018,True,strong_underrepresentation
2017-2021,Policy,AI policy and governance,International AI governance coordination,POLICY-REF-0226,global AI governance,1.60746091084778,8,4.995933757448442,25,global_policy_benchmark,0.32175384800713486,0.6782461519928651,True,moderate_underrepresentation
2017-2021,Policy,AI policy and governance,International AI governance coordination,POLICY-REF-0227,global digital compact,0.0,0,0.4076309382760128,2,global_policy_benchmark,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,International AI governance coordination,POLICY-REF-0228,global regulatory divergence,0.0,0,0.7880880156062859,4,global_policy_benchmark,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,International AI governance coordination,POLICY-REF-0273,international cooperation,1.5879758133074224,8,2.995956923898586,15,global_policy_benchmark,0.5300396012506806,0.4699603987493194,False,covered
2017-2021,Policy,AI policy and governance,International AI governance coordination,POLICY-REF-0312,multilateral coordination,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,International AI governance coordination,POLICY-REF-0418,strategic autonomy,0.0,0,0.7879518346541354,4,global_policy_benchmark,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Liability and fundamental rights,POLICY-REF-0001,access to justice,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Liability and fundamental rights,POLICY-REF-0163,due process,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Liability and fundamental rights,POLICY-REF-0205,fair use,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Liability and fundamental rights,POLICY-REF-0216,fundamental rights,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Liability and fundamental rights,POLICY-REF-0288,legal liability,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Liability and fundamental rights,POLICY-REF-0291,liability allocation,0.1999177262253312,1,0.1999177262253312,1,global_policy_benchmark,1.0,0.0,False,covered
2017-2021,Policy,AI policy and governance,Liability and fundamental rights,POLICY-REF-0317,non-derogable rights,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Liability and fundamental rights,POLICY-REF-0340,product liability,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Liability and fundamental rights,POLICY-REF-0374,right to explanation,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Liability and fundamental rights,POLICY-REF-0376,right to remedy,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Liability and fundamental rights,POLICY-REF-0383,rule of law,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Liability and fundamental rights,POLICY-REF-0419,strict liability,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Liability and fundamental rights,POLICY-REF-0451,tort liability,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Participatory and inclusive AI governance,POLICY-REF-0051,anticipatory governance,3.043216478653534,12,5.82335112864583,25,global_policy_benchmark,0.5225885253052236,0.4774114746947764,False,covered
2017-2021,Policy,AI policy and governance,Participatory and inclusive AI governance,POLICY-REF-0074,capacity building,3.598496347473127,14,5.463691579642124,19,global_policy_benchmark,0.6586199632646232,0.34138003673537676,False,covered
2017-2021,Policy,AI policy and governance,Participatory and inclusive AI governance,POLICY-REF-0095,compute governance,1.9822096839437064,10,2.976297521914326,15,global_policy_benchmark,0.6659984995951507,0.3340015004048493,False,covered
2017-2021,Policy,AI policy and governance,Participatory and inclusive AI governance,POLICY-REF-0147,digital public infrastructure,0.1976255703848163,1,1.7928612895346332,5,global_policy_benchmark,0.11022914686061032,0.8897708531393896,True,strong_underrepresentation
2017-2021,Policy,AI policy and governance,Participatory and inclusive AI governance,POLICY-REF-0232,governance capacity,0.0,0,0.4463179456587267,2,global_policy_benchmark,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Participatory and inclusive AI governance,POLICY-REF-0278,interoperable governance,0.3980092025339984,2,0.8184606776892399,4,global_policy_benchmark,0.48628995061521807,0.5137100493847819,True,moderate_underrepresentation
2017-2021,Policy,AI policy and governance,Participatory and inclusive AI governance,POLICY-REF-0310,multi-stakeholder governance,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Participatory and inclusive AI governance,POLICY-REF-0320,norm entrepreneurship,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Participatory and inclusive AI governance,POLICY-REF-0326,participatory governance,0.827149097586068,2,2.2834066660084256,5,global_policy_benchmark,0.36224344524315055,0.6377565547568494,True,moderate_underrepresentation
2017-2021,Policy,AI policy and governance,Participatory and inclusive AI governance,POLICY-REF-0328,platform power,0.4488532161718595,2,0.8567943640465758,4,global_policy_benchmark,0.5238750801907232,0.47612491980927685,False,covered
2017-2021,Policy,AI policy and governance,Participatory and inclusive AI governance,POLICY-REF-0330,polycentric governance,1.1933192289582537,2,1.1933192289582537,2,global_policy_benchmark,1.0,0.0,False,covered
2017-2021,Policy,AI policy and governance,Participatory and inclusive AI governance,POLICY-REF-0346,public engagement,0.0,0,0.65622702429694,3,global_policy_benchmark,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Participatory and inclusive AI governance,POLICY-REF-0352,public trust,1.791918831592446,9,4.04421325034881,20,global_policy_benchmark,0.4430821820382232,0.5569178179617769,True,moderate_underrepresentation
2017-2021,Policy,AI policy and governance,Participatory and inclusive AI governance,POLICY-REF-0348,public-private partnership,0.1966301568661061,1,0.1966301568661061,1,global_policy_benchmark,1.0,0.0,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0012,AI audit,3.6773130842398314,18,6.652988814792018,33,global_policy_benchmark,0.5527309885241088,0.44726901147589115,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0016,AI compliance management,3.1291502380494607,15,6.137937357023964,30,global_policy_benchmark,0.5098048507237711,0.49019514927622887,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0019,AI ethics principles,1.2001641589470462,6,1.5880944602117812,8,global_policy_benchmark,0.7557259275288938,0.24427407247110622,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0031,AI regulatory sandbox,0.8082552683641566,4,0.8082552683641566,4,global_policy_benchmark,1.0,0.0,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0032,AI risk assessment,18.789925720967577,92,41.27999134021416,202,global_policy_benchmark,0.455182404620875,0.544817595379125,True,moderate_underrepresentation
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0003,Accountability mechanisms,1.2129624985654006,6,1.4108787416537607,7,global_policy_benchmark,0.859721294789393,0.14027870521060704,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0048,Alignment Problem,2.448172005842052,11,2.448172005842052,11,global_policy_benchmark,1.0,0.0,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0077,Centaur Systems,78.40490273103873,269,86.06842695991392,302,global_policy_benchmark,0.9109600988473456,0.08903990115265437,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0087,Cognitive Automation,23.294372483684516,86,27.93732041601715,109,global_policy_benchmark,0.8338084016937172,0.16619159830628283,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0098,Consumer Protection in AI,3.3698610987855018,17,7.373542961232388,25,global_policy_benchmark,0.45702060956355706,0.5429793904364429,True,moderate_underrepresentation
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0104,Corporate Social Responsibility in AI,1.9656790559881905,10,16.577993259833843,84,global_policy_benchmark,0.11857159218122953,0.8814284078187704,True,strong_underrepresentation
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0133,Decentralised AI,8.782422353211828,34,10.558003371875046,43,global_policy_benchmark,0.8318260606552654,0.16817393934473457,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0139,Democratic Oversight of AI,2.361783707901976,9,5.404705828269983,24,global_policy_benchmark,0.43698654153356026,0.5630134584664397,True,moderate_underrepresentation
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0140,Design Ethics,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0183,Ethical AI,10.287704224329556,51,19.68719610613014,96,global_policy_benchmark,0.5225581219829573,0.47744187801704274,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0184,Ethical Design,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0247,Human dignity,3.9116980448742,17,5.313736428140552,24,global_policy_benchmark,0.73614830125156,0.26385169874843994,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0242,Human-AI Symbiosis,9.319573295060309,42,13.304070591829266,62,global_policy_benchmark,0.7005054002632812,0.29949459973671877,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0245,Human-centred AI,29.32063300201565,140,46.200980864825205,223,global_policy_benchmark,0.6346322621981109,0.36536773780188914,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0259,Inclusive AI,6.786894750217342,28,10.168696417288754,45,global_policy_benchmark,0.6674301672216614,0.3325698327783386,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0260,Inclusive innovation,0.2122478051051154,1,4.4724198134717295,17,global_policy_benchmark,0.04745703980332683,0.9525429601966732,True,strong_underrepresentation
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0266,Institutional Adaptive Capacity,6.60404726388511,29,10.287983950134258,43,global_policy_benchmark,0.6419185037510606,0.35808149624893937,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0268,Institutional Trust,1.2029510164973105,6,2.627477141045063,13,global_policy_benchmark,0.4578350074698819,0.5421649925301181,True,moderate_underrepresentation
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0299,Military AI Ethics,2.1476750121134938,8,11.105195048409024,51,global_policy_benchmark,0.19339372273530472,0.8066062772646952,True,strong_underrepresentation
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0324,Open-source AI governance,2.0663832980010004,10,2.0663832980010004,10,global_policy_benchmark,1.0,0.0,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0325,Participatory design,2.1350966534230396,9,2.86423198014186,12,global_policy_benchmark,0.7454342623872569,0.25456573761274315,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0341,Product Liability Directive,0.0,0,0.3888606895780787,2,global_policy_benchmark,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0347,Public Good and AI,80.24397913525527,314,153.87715020692832,654,global_policy_benchmark,0.5214807983339055,0.4785192016660945,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0350,Public sector AI procurement,6.5089944793477805,33,23.194039153388168,110,global_policy_benchmark,0.28063221055643306,0.7193677894435669,True,moderate_underrepresentation
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0354,Quality of Life Indices,0.802848075596486,4,3.422568551777259,16,global_policy_benchmark,0.2345747246405294,0.7654252753594706,True,strong_underrepresentation
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0358,Regulatory Arbitrage,0.4034150313107675,2,1.6014757406997044,8,global_policy_benchmark,0.25190205574672675,0.7480979442532733,True,moderate_underrepresentation
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0394,Sectoral Regulation,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0409,Socio-Technical Systems,7.380379026657298,37,10.97932971368475,55,global_policy_benchmark,0.6722067028789852,0.3277932971210148,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0411,Sovereign AI,4.904602218335601,23,9.486521551143356,45,global_policy_benchmark,0.5170074396494126,0.48299256035058735,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0413,Standardisation and certification,1.788573241976798,5,1.788573241976798,5,global_policy_benchmark,1.0,0.0,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0442,Technology Readiness Levels,30.210673591837487,90,34.29044018796336,109,global_policy_benchmark,0.8810232072331939,0.11897679276680606,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0440,Technology assessment,16.503136918227813,76,39.181626318405065,179,global_policy_benchmark,0.42119581214207225,0.5788041878579278,True,moderate_underrepresentation
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0463,Universal Basic Income,0.0,0,1.980548410561071,10,global_policy_benchmark,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0465,Value pluralism,2.1855737989981656,11,3.363656822294657,17,global_policy_benchmark,0.6497612314407231,0.35023876855927694,False,covered
2017-2021,Policy,AI policy and governance,Responsible AI and compliance,POLICY-REF-0471,Wellbeing and AI,42.465834259631535,180,90.59666186524346,396,global_policy_benchmark,0.46873508786445856,0.5312649121355415,True,moderate_underrepresentation
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0089,Command-and-Control Regulation,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0235,Hard Law vs. Soft Law,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0005,adaptive regulation,0.5958475187273851,3,0.5958475187273851,3,global_policy_benchmark,1.0,0.0,False,covered
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0052,antitrust enforcement,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0078,certification scheme,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0080,chilling effects,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0086,co-regulation,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0091,compliance by design,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0096,conformity assessment,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0099,content moderation,0.1963799701545326,1,0.1963799701545326,1,global_policy_benchmark,1.0,0.0,False,covered
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0161,dual-use export regime,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0172,enforcement mechanisms,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0192,evidence-based policymaking,1.3187675573467,5,1.7163978038073715,7,global_policy_benchmark,0.7683344469570896,0.23166555304291037,False,covered
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0193,ex ante regulation,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0194,ex post enforcement,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0199,export controls,0.0,0,0.1989157230737365,1,global_policy_benchmark,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0202,facial recognition regulation,0.4051862169447401,2,1.7259002350308028,8,global_policy_benchmark,0.23476804088708442,0.7652319591129155,True,strong_underrepresentation
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0234,hard law mechanisms,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0239,horizontal regulation,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0256,impact assessment,0.3924392204933604,2,1.3924392204933604,3,global_policy_benchmark,0.2818357991627913,0.7181642008372087,True,moderate_underrepresentation
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0276,interoperability of standards,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0293,licensing regime,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0322,notified body,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
2017-2021,Policy,AI policy and governance,Risk-based AI regulation and oversight,POLICY-REF-0329,policy experimentation,0.0,0,4.9410526315789465,0,domain_reference_mean,0.0,1.0,True,absolute_gap
